,App Name,App Id,Category,Rating,Rating Count,Installs,Minimum Installs,Maximum Installs,Free,Price,Currency,Size,Minimum Android,Developer Id,Developer Website,Developer Email,Released,Last Updated,Content Rating,Privacy Policy,Ad Supported,In App Purchases,Editors Choice,Scraped Time,Big_Category2,App,original_image,blue_channel,green_channel,red_channel,red_channel_scaled,blue_channel_scaled,green_channel_scaled
742,COGEVIE,fr.cogevie.app,Health & Fitness,2.3,112.0,"10,000+",10000.0,17766,True,0.0,USD,36M,5.0 and up,Cogevie,https://www.cogevie.fr/,contact.sante@cogevie.fr,"Sep 11, 2019","Jan 17, 2021",Everyone,https://www.cogevie.fr/mentions-légales,False,False,False,2021-06-16 03:02:31,Lifestyle,,,,,,,,
743,الجدول في إعراب القرآن وصرفه وبيانه,so.ateya.ahmed.Gadwl_Erab,Books & Reference,4.5,378.0,"10,000+",10000.0,43407,True,0.0,USD,12M,4.1 and up,So Smart Apps,https://cf51b5ad9.app-ads-txt.com,sosmartapp635@gmail.com,"Oct 9, 2019","Aug 15, 2020",Everyone,https://somsmartappsblog.blogspot.com/2019/02/blog-post_12.html,True,False,False,2021-06-16 01:08:11,Entertainment,,,,,,,,
744,spring wallpaper,com.lalasoft.ilkbaharduvar,Comics,3.9,142.0,"10,000+",10000.0,26240,True,0.0,USD,11M,3.2 and up,lalasoft,,orhanozal30@gmail.com,"Feb 16, 2015","Jun 25, 2019",Everyone,,True,False,False,2021-06-16 03:57:15,Entertainment,,,,,,,,
745,Monster Fishing 2021,com.nexelon.realmonsterfishing2018,Sports,4.2,144822.0,"10,000,000+",10000000.0,19920637,True,0.0,USD,91M,4.4 and up,Nexelon inc.,https://nexelongames.com/Services,helpnexelon@gmail.com,"Dec 28, 2017","May 31, 2021",Everyone,http://nexelongames.com/Privacy,True,True,False,2021-06-15 21:02:12,Entertainment,,,,,,,,
746,Handcent Next SMS Skin Purple,com.handcent.sms.skin.stylepurple,Communication,3.9,231.0,"10,000+",10000.0,45885,True,0.0,USD,1.6M,1.5 and up,Handcent,http://www.handcent.com,help@handcent.com,"Jun 24, 2015","Aug 10, 2016",Everyone,,False,False,False,2021-06-16 11:22:43,Tools,,,,,,,,
747,Holi VPN: One Trusted VPN-Secure Private Free Fast,website.holi.vpn.supervpn,Tools,4.0,605.0,"10,000+",10000.0,35522,True,0.0,USD,18M,4.1 and up,Shadows Premium Apps,,Fujdex@gmail.com,"May 30, 2020","May 30, 2020",Everyone,https://docs.google.com/document/d/1GEPtQ785Nj7DkcLnfmEHfL7k3_okYm_b7sa7RUCXS2I,True,True,False,2021-06-16 03:29:31,Tools,,,,,,,,
748,Park CC Mobile Payment Parking,com.parkgenius.Park.CRP,Maps & Navigation,4.7,116.0,"10,000+",10000.0,25953,True,0.0,USD,23M,4.1 and up,City of Corpus Christi,http://www.park-cc.com,info@getparkx.com,"Mar 29, 2015","Feb 20, 2017",Everyone,http://www.getparkx.com/pp.html,False,False,False,2021-06-16 04:52:28,Tools,,,,,,,,
749,Battery Saving Wallpapers,com.batterysaving.wallpapers,Tools,4.4,340.0,"10,000+",10000.0,20875,True,0.0,USD,2.7M,2.3 and up,BetterAppz,,armandstanis@gmail.com,"Jun 4, 2015","Jan 22, 2019",Everyone,http://free-jigsaw-puzzle-games.blogspot.com/2019/01/privacy-policy-battery-saving-wallpapers.html,True,False,False,2021-06-16 05:49:27,Tools,,,,,,,,
750,ЗНО 2018 Комплекс,com.TigerSoft.ZNO,Education,4.3,501.0,"100,000+",100000.0,138106,True,0.0,USD,10M,4.1 and up,TigerSoftApp,,tigersoftapp@gmail.com,"Feb 7, 2017","Jul 11, 2017",Everyone,https://docs.google.com/document/d/1VoYxsv-Bb7Dj-lOpN78Zr9TdMU0QMbtH2nv4w91oZUk/edit?usp=sharing,True,False,False,2021-06-16 07:22:03,Education,,,,,,,,
751,Resultado Loterías Colombia,com.resultadodelaloteria.resultadoloteriascolombia,Lifestyle,4.1,234.0,"100,000+",100000.0,250156,True,0.0,USD,11M,4.4 and up,MoviliXa SAS,https://resultadodelaloteria.com,info@movilixa.com,"Nov 11, 2012","Apr 01, 2021",Everyone,https://resultadodelaloteria.com/eula_app.aspx,True,True,False,2021-06-15 21:42:13,Lifestyle,,,,,,,,
752,Winter Love Live Wallpaper HD,com.WinterLoveLiveWallpaperHD,Personalization,4.0,404.0,"50,000+",50000.0,73001,True,0.0,USD,6.7M,4.1 and up,Dream World HD Live Wallpapers,http://dreamworldwallpapers.com,dreamworldhdlwps@gmail.com,"Dec 2, 2015","Oct 25, 2018",Everyone,https://dreamworldhdlwps.wixsite.com/mysite/single-post/2018/01/31/Privacy-Policy,True,False,False,2021-06-15 22:15:20,Tools,,,,,,,,
753,Top Secret Folder Lock – Best File Locker & Hider,com.FunStuff.TopSecretFolderLock.BestFileLockerAndHiderFree,Tools,3.4,386.0,"100,000+",100000.0,214596,True,0.0,USD,6.7M,4.4 and up,Fun Stuff Dev Apps,https://zeljkorancic6.wixsite.com/funstuff,zex.heft.dev@gmail.com,"Mar 21, 2019","Mar 21, 2019",Everyone,https://zeljkorancic6.wixsite.com/funstuff/privacy-policy,True,False,False,2021-06-16 03:09:54,Tools,,,,,,,,
754,LITTLEBLACK,com.looket.littleblack,Shopping,4.2,141.0,"100,000+",100000.0,122737,True,0.0,USD,10M,5.0 and up,(주)해진,https://www.littleblack.co.kr/index.html,littleblack@littleblack.com,"Nov 18, 2020","May 20, 2021",Everyone,https://www.littleblack.cafe24.com/article/공지사항/1/1393850,True,False,False,2021-06-16 09:13:27,Entertainment,,,,,,,,
755,Connect424: (For Social and Business Networking),com.shiftboolean.connect424,Social,4.8,249.0,"10,000+",10000.0,16446,True,0.0,USD,15M,6.0 and up,Connect424,https://www.connect424.com/,info@connect424.com,"Mar 19, 2020","Nov 30, 2020",Teen,https://www.connect424.com/privacy_policy,True,False,False,2021-06-16 05:44:16,Lifestyle,,,,,,,,
756,Police Car Chase,com.gameadu.policecarchase,Racing,4.1,6161.0,"100,000+",100000.0,495989,True,0.0,USD,23M,4.1 and up,GAMEADU,http://www.gameadu.com,Khel.Gameadu@gmail.com,"Nov 12, 2014","Nov 30, 2019",Everyone,http://gameadu.com/privacy-policy-police-car-chase/,True,True,False,2021-06-16 12:27:59,Games,,,,,,,,
757,Walkthrough New Happy Crazy Wheels,com.happywheelsz.happywheell,Simulation,3.5,193.0,"100,000+",100000.0,216609,True,0.0,USD,4.6M,4.0.3 and up,happygrounddrive,,happygrounddrive@yahoo.com,"May 31, 2020","Jun 01, 2020",Everyone,https://sites.google.com/view/happygrounddrive/,True,False,False,2021-06-15 23:15:29,Games,,,,,,,,
758,SSC Higher Math Solution 2021 : Higher Math Guide,bd.com.appcloud.highermath,Education,3.8,116.0,"10,000+",10000.0,31605,True,0.0,USD,6.6M,4.4 and up,App Cloud,,appcloud01@gmail.com,"Oct 8, 2019","Jun 06, 2021",Everyone,https://justpaste.it/appcloud_pp,True,False,False,2021-06-15 21:23:41,Education,,,,,,,,
759,Punjabi Keyboard,com.iconicapplicationz.punjabi.keyboard,Productivity,4.3,123.0,"50,000+",50000.0,52469,True,0.0,USD,12M,4.0 and up,iconicapplicationz,https://ea9f55d41.app-ads-txt.com,iconicapplicationz@gmail.com,"Jan 27, 2018","Feb 26, 2020",Everyone,https://iconicapplicationz.wixsite.com/playstore/blog/privacy-policy-punjabi-keyboard,True,False,False,2021-06-15 22:20:43,Tools,,,,,,,,
760,MotoTurbo – Motoboys e Office Boys,com.mototurbogoiania,Maps & Navigation,4.1,109.0,"10,000+",10000.0,13615,True,0.0,USD,3.5M,4.1 and up,Mapp Sistemas,http://mototurbogoiania.com,app@mototurbogoiania.com.br,"Nov 14, 2018","May 12, 2021",Everyone,http://mototurbogoiania.com/contratoAdesao.php,False,False,False,2021-06-16 05:10:22,Tools,,,,,,,,
761,Spin casino: Slot machines,slot.machines.casino.slots.free,Casino,4.5,1697.0,"100,000+",100000.0,353938,True,0.0,USD,58M,4.4 and up,CYBERNAUTICA,https://cybernautica.cz/,games@cybernautica.cz,"Sep 16, 2019","Jun 10, 2021",Teen,https://cybernautica.cz/privacy-policy/,True,True,False,2021-06-15 22:32:44,Games,,,,,,,,
762,Planet earth wallpapers,com.ipmobilesolutions.wallpapersplanetearth,Personalization,3.8,129.0,"50,000+",50000.0,73274,True,0.0,USD,7.5M,4.0 and up,ipmobilesolutions,,ipgpmobile@gmail.com,"Feb 25, 2018","Oct 15, 2020",Everyone,http://a91113d4.beget.tech/wallpapersplanetearth.html,True,False,False,2021-06-16 12:34:35,Tools,,,,,,,,
763,Fast24 Translator,com.FastTranslator.FastTranslator,Education,4.0,1571.0,"100,000+",100000.0,399230,True,0.0,USD,2.3M,4.0 and up,ITCenter7,http://fast24.ir,info@fast24.ir,"Aug 28, 2016","Jun 14, 2019",Everyone,http://fast24.ir/privacy.aspx,False,False,False,2021-06-16 00:13:18,Education,,,,,,,,
764,Racing - Overtake,com.won1.overtake,Racing,3.9,6453.0,"500,000+",500000.0,802352,True,0.0,USD,25M,3.2 and up,Won1,http://www.won1games.com/overtake,trafficracing@won1games.com,"Dec 20, 2016","Feb 28, 2018",Everyone,,True,True,False,2021-06-16 08:15:13,Games,,,,,,,,
765,inews digital edition,com.jp.droid.thei,News & Magazines,2.4,176.0,"10,000+",10000.0,26510,True,0.0,USD,5.6M,5.0 and up,Associated Newspapers LTD,https://inews.co.uk/,app.customers@jpimedia.co.uk,"Jun 21, 2016","Apr 21, 2021",Everyone,https://www.jpimedia.co.uk/inews-privacy-policy/,False,True,False,2021-06-16 05:45:57,Entertainment,,,,,,,,
766,Theme for Huawei Y5,com.uniqueapps.huawei.y5.latest.theme.launcher.android.wallpaper,Personalization,4.1,345.0,"10,000+",10000.0,35192,True,0.0,USD,10M,4.3 and up,Raymend_dell,https://ukvpn2020.blogspot.com/,raymend.dell@gmail.com,"Jul 6, 2020","Mar 23, 2021",Teen,https://sites.google.com/view/uniquethemes/home,True,False,False,2021-06-16 03:25:04,Tools,,,,,,,,
767,SMACom Wi-Fi Photo Transfer,smacom.smacomtransferforandroid,Tools,3.5,317.0,"10,000+",10000.0,21779,True,0.0,USD,2.9M,4.0 and up,"MEDIA NAVI,Inc.",http://www.medianavi.co.jp/product/smacom_wpt/ja/smacom_wpt.html,dev1@medianavi.jp,"Apr 16, 2015","Jun 24, 2020",Everyone,https://www.medianavi.co.jp/product/smacom_wpt/ja/privacy.html,True,True,False,2021-06-16 12:29:51,Tools,,,,,,,,
768,Scanner App -  PDF Scanner Document Scan OCR,camscanner.documentscanner.pdfreader.scannertoscan,Tools,4.2,3425.0,"1,000,000+",1000000.0,1125528,True,0.0,USD,32M,5.0 and up,Handy Candy,https://www.thedevsky.com/app-ads.txt,ch.tatabye@gmail.com,"Jan 28, 2020","Jun 03, 2021",Everyone,https://handycandy-team.blogspot.com/2020/09/privacypolicy-handy-candy-built-thedoc.html,True,True,False,2021-06-16 05:56:30,Tools,,,,,,,,
769,Radio Italia FM - DAB radio gratis & online radio,com.bestonlineradio.radioitalia,Music & Audio,4.6,189.0,"10,000+",10000.0,14240,True,0.0,USD,14M,5.1 and up,BestOn Apps - Radio FM and Online News,https://radios-app.web.app/,bestonlineradios@gmail.com,"Oct 1, 2014","Feb 10, 2021",Everyone,https://sites.google.com/view/bestonlineradios/privacy-policy,True,False,False,2021-06-16 11:56:59,Entertainment,,,,,,,,
770,EazyType Malayalam Keyboard Emoji & Stickers Gifs,com.srctechnosoft.eazytype.malya.free,Tools,4.2,814.0,"100,000+",100000.0,238915,True,0.0,USD,19M,4.4 and up,SRC Technosoft Pvt Ltd,http://www.srctechnosoft.com,contact@srctechnosoft.com,"May 1, 2014","Jun 09, 2021",Everyone,http://www.srctechnosoft.com/eazyTypeKeyboardPolicies.html,True,True,False,2021-06-16 06:45:05,Tools,,,,,,,,
771,Cek Saldo BPJS Anda,com.paciran.ceksaldobpjsanda,Education,4.1,300.0,"100,000+",100000.0,109770,True,0.0,USD,8.7M,4.4 and up,Mayang Madu,,jatuhbiarkan@gmail.com,"Sep 20, 2019","Nov 01, 2020",Everyone,https://docs.google.com/document/d/1Wq_PNV6Vrjtf6GkuUYDQpcF9MMAJ7u1tdJl4D1SVpdQ/edit?usp=sharing,True,False,False,2021-06-16 00:36:23,Education,,,,,,,,
772,Stauinformationen,de.knk.stauinformation,Maps & Navigation,3.8,617.0,"100,000+",100000.0,315518,True,0.0,USD,6.3M,7.0 and up,Karsten Knüttel,https://goblatar.herokuapp.com/,Goblatar@gmail.com,,"Apr 27, 2021",Everyone,http://www.datenschutzerklaerung-online.de/datenschutzerklaerung.html,True,False,False,2021-06-16 00:12:57,Tools,,,,,,,,
773,Black Keyboard for iphone 11 Keyboard,com.ikeyboard.black.keyboard,Personalization,3.3,174.0,"50,000+",50000.0,79594,True,0.0,USD,5.8M,4.2 and up,I keyboard,http://nystrominfotech.co.in/,ikeybord007@gmail.com,"Feb 27, 2020","Feb 27, 2020",Everyone,https://docs.google.com/document/d/1CVa2W58lpKdaCC83BrNebW35w6MN7OiXe8RjVxxcI6o/edit?usp=drivesdk,True,False,False,2021-06-15 22:27:55,Tools,,,,,,,,
774,Memes Pesados,com.programmer.memespesados,Comics,4.5,1966.0,"100,000+",100000.0,268883,True,0.0,USD,13M,4.0.3 and up,Show apps,https://softcroyibope.blogspot.com/,lucianoadmob@gmail.com,"Jan 4, 2018","Jan 27, 2021",Teen,,True,False,False,2021-06-16 12:23:12,Entertainment,,,,,,,,
775,Competitive Questionnaire  [Medium Malayalam],ammachi.bank.syamuquestion.psc.kerala.ammumma.keralapscquestionbank,Education,4.5,4526.0,"100,000+",100000.0,158937,True,0.0,USD,15M,4.1 and up,Syamu Vellanad,http://www.syamu.org,mrsyamkumarvlnd@gmail.com,"Dec 16, 2016","Oct 27, 2019",Everyone,https://www.syamu.org/privacy/,True,False,False,2021-06-16 04:59:49,Education,,,,,,,,
776,World Class 2.0,ru.worldclass.customer,Sports,4.3,419.0,"10,000+",10000.0,37548,True,0.0,USD,7.4M,5.0 and up,Sport Forum LLC,https://www.worldclass.ru,mobileHelpDesk@wclass.ru,"Mar 24, 2020","Mar 22, 2021",Everyone,https://www.worldclass.ru/apps_privacy_policy.pdf,False,False,False,2021-06-16 14:58:50,Entertainment,,,,,,,,
778,Fruit Splash,com.topmapk.fruitsaega,Puzzle,4.1,441.0,"100,000+",100000.0,244832,True,0.0,USD,16M,2.3.3 and up,Shirley R Cronk,,ShreyRCrnk@gmail.com,"Dec 7, 2017","Dec 07, 2017",Everyone,,True,False,False,2021-06-16 02:30:15,Games,,,,,,,,
779,Girl Games: Hair Salon Makeup Dress Up Stylist,salon.games,Role Playing,4.4,29050.0,"1,000,000+",1000000.0,3552883,True,0.0,USD,79M,4.1 and up,Salon™,https://www.salongirlgames.com/,contact@mystylinglounge.com,"Aug 19, 2020","Jun 02, 2021",Everyone,https://www.salongirlgames.com/privacy-policy,True,False,False,2021-06-15 22:24:03,Games,,,,,,,,
780,Moneyou Go - Betalen & Sparen,nl.moneyou.go,Finance,3.8,964.0,"10,000+",10000.0,45959,True,0.0,USD,98M,5.0 and up,Moneyou B.V.,https://www.moneyou.nl/go,go@moneyou.nl,,"Mar 15, 2021",Everyone,https://www.moneyou.nl/klantenservice/privacy-en-cookies/privacyverklaring-moneyougo,False,False,False,2021-06-16 00:04:28,Business,,,,,,,,
781,Ortalama Vade,com.gokhanca.ortalamavade,Finance,4.4,252.0,"10,000+",10000.0,34671,True,0.0,USD,165k,1.6 and up,Gökhan Uzun,http://www.gokhanca.com,gkhnuzn@gmail.com,"Oct 9, 2012","Oct 07, 2016",Everyone,,False,False,False,2021-06-16 04:28:20,Business,,,,,,,,
782,한국전쟁2030,com.HAEYUM.Korea_War_2030,Simulation,4.7,35119.0,"500,000+",500000.0,552420,True,0.0,USD,33M,2.3 and up,HAEYUM,http://haeyum.com,vnycall74@naver.com,"Jul 17, 2015","Nov 24, 2016",Everyone,http://haeyum.com/Project/KoreaWar2030.txt,True,True,False,2021-06-16 02:24:38,Games,,,,,,,,
783,Durga Prashnawali Yantra,com.appsilo.DurgaYantra,Books & Reference,4.5,379.0,"10,000+",10000.0,45770,True,0.0,USD,1.7M,4.0.3 and up,APPSILO,http://appsilo.in,team.appsilo@gmail.com,"Oct 30, 2016","Apr 22, 2018",Everyone,http://appsiloteam.blogspot.in/p/privacy-policy.html,True,False,False,2021-06-16 14:20:54,Entertainment,,,,,,,,
784,Bhudev Network,com.app.bhudevnetwork,Social,4.5,221.0,"10,000+",10000.0,25837,True,0.0,USD,448k,4.0 and up,Employa Technologies,https://www.employa.in,info@employa.in,"May 7, 2019","May 31, 2019",Teen,https://bhudevnetwork.com/site/privacy,False,False,False,2021-06-16 14:06:10,Lifestyle,,,,,,,,
785,Black Me - Screen Off for YouTube,com.azapps.blackme,Tools,3.5,1836.0,"500,000+",500000.0,572673,True,0.0,USD,2.3M,4.0.3 and up,AZ-Apps,,abouzahra.me@gmail.com,"Oct 21, 2017","Oct 24, 2017",Everyone,https://sites.google.com/view/blackme/privacy,True,False,False,2021-06-16 09:18:10,Tools,,,,,,,,
786,Running Dog: The Champion,com.mcrony.runningdog,Arcade,4.7,26587.0,"500,000+",500000.0,861827,True,0.0,USD,25M,4.0.3 and up,Mcrony Games,,mcronygames@mcrony.com,"Apr 5, 2016","Nov 22, 2016",Everyone,https://www.mcronygames.com/privacy-policy,True,True,False,2021-06-16 06:36:22,Games,,,,,,,,
787,Whatsbox – Whatstools,com.saigold.whatsbox,Tools,4.1,246.0,"100,000+",100000.0,145480,True,0.0,USD,5.8M,4.1 and up,Saigold Developer,,saigolddeveloper@gmail.com,"Feb 20, 2019","Feb 11, 2021",Everyone,https://docs.google.com/document/d/1peecDcEkN1i3ivYgrM-hG_LeObZDdRfTSBry3VJUb8c/edit,True,False,False,2021-06-16 01:02:20,Tools,,,,,,,,
788,Quotes Widget,com.ashwin.apps.android.quoteswidget,Personalization,4.5,1918.0,"100,000+",100000.0,199858,True,0.0,USD,1.7M,4.4 and up,Ashwin Dinesh,,ashwin.dinesh01@gmail.com,"Oct 20, 2018","Aug 20, 2019",Everyone,https://ashwindmk.github.io/quotes_widget_privacy_policy/,False,False,False,2021-06-16 05:56:45,Tools,,,,,,,,
789,Who viewed my profile,view.my.profile.top.stalkers,Social,3.9,2093.0,"100,000+",100000.0,201212,True,0.0,USD,29M,4.1 and up,View my profile LLC,https://topstalkersapp.web.app/,viewmyprofileapp@gmail.com,"Sep 22, 2020","Oct 28, 2020",Everyone,https://topstalkersapp.web.app/privacy.html,True,True,False,2021-06-16 07:42:38,Lifestyle,,,,,,,,
790,Wolvesville - Werewolf Online,com.werewolfapps.online,Role Playing,4.4,331548.0,"10,000,000+",10000000.0,11089707,True,0.0,USD,80M,4.1 and up,Wolvesville GmbH & Co. KG,https://app.wolvesville.com/,howl@wolvesville.com,"Aug 2, 2018","Jun 10, 2021",Everyone,https://legal.wolvesville.com/privacy-policy.html,True,True,False,2021-06-15 21:37:26,Games,,,,,,,,
791,Vacuum Cleaner Sounds,com.amikulich.vacuumcleaner,Music & Audio,4.7,716.0,"50,000+",50000.0,89880,True,0.0,USD,5.1M,4.1 and up,AMICOOLSOFT,,amicoolsoft@gmail.com,"Jul 25, 2017","Oct 08, 2020",Everyone,https://amicoolsoft.wordpress.com/privacy-policy/,True,False,False,2021-06-16 09:10:00,Entertainment,,,,,,,,
792,Dr Driver Car Parking 2019,com.lay.drdrivingcarparking3ds,Simulation,3.8,555.0,"100,000+",100000.0,133126,True,0.0,USD,17M,2.3 and up,Ketch Game Dev,,laiying150306@gmail.com,"Sep 12, 2017","Sep 12, 2017",Everyone,http://www.lofter.com/lpost/1fe33e11_12a8e6fb2,True,False,False,2021-06-16 07:40:51,Games,,,,,,,,
793,جميع اغاني اصالة نصري بدون نت 2021,aghani.asalah20,Music & Audio,4.7,1523.0,"100,000+",100000.0,342421,True,0.0,USD,123M,4.1 and up,Me_Soft,,kickye3@gmail.com,"Oct 10, 2019","Jul 30, 2020",Teen,https://sites.google.com/view/aghani19/home,True,False,False,2021-06-15 23:43:58,Entertainment,,,,,,,,
794,SMV Downloader (Social media video downloader),ganta.in.smv.downloader,Social,3.2,867.0,"10,000+",10000.0,45659,True,0.0,USD,14M,5.0 and up,SMV Downloader,http://smvdownloader.in,smvdownloader@gmail.com,"Nov 4, 2020","May 18, 2021",Everyone,http://smvdownloader.in/,True,False,False,2021-06-16 08:56:16,Lifestyle,,,,,,,,
795,Skull lock screen zipper,com.bestzippers.skull.lock.screen,Entertainment,4.0,130.0,"10,000+",10000.0,13250,True,0.0,USD,9.1M,4.2 and up,Best zipper lock screens,http://digitalnorthstar.fun/,bestzipper2018@gmail.com,"Apr 11, 2018","Mar 04, 2021",Teen,http://digitalnorthstar.fun/,True,False,False,2021-06-16 06:05:02,Entertainment,,,,,,,,
796,ตรวจหวย QRcode - ตรวจลอตเตอรี่ สลากกินแบ่งรัฐบาล,com.giant.studio.olotto,News & Magazines,4.4,31541.0,"500,000+",500000.0,732186,True,0.0,USD,11M,5.0 and up,Giant Studio,http://olotto.octoboygeek.com,pruksuriya@gmail.com,"Jun 6, 2015","May 15, 2021",Everyone,http://xn--y3ccoob3d.com/%E0%B8%99%E0%B9%82%E0%B8%A2%E0%B8%9A%E0%B8%B2%E0%B8%A2%E0%B8%84%E0%B8%A7%E0%B8%B2%E0%B8%A1%E0%B9%80%E0%B8%9B%E0%B9%87%E0%B8%99%E0%B8%AA%E0%B9%88%E0%B8%A7%E0%B8%99%E0%B8%95%E0%B8%B1%E0%B8%A7/,True,True,False,2021-06-16 09:27:08,Entertainment,,,,,,,,
797,زاد المعاد في هدي خير العباد - لابن القيم,so.ateya.ahmed.Zad_ELmead,Books & Reference,4.7,133.0,"10,000+",10000.0,21201,True,0.0,USD,13M,4.1 and up,So Smart Apps,https://cf51b5ad9.app-ads-txt.com,sosmartapp635@gmail.com,"Nov 2, 2019","Aug 19, 2020",Everyone,https://somsmartappsblog.blogspot.com/2019/02/blog-post_12.html,True,False,False,2021-06-15 21:45:37,Entertainment,,,,,,,,
798,Tao360 Pro,jp.co.taosoftware.android.sphericalviewer,Video Players & Editors,3.9,154.0,"10,000+",10000.0,21107,True,0.0,USD,81M,5.0 and up,"Taosoftware Co.,Ltd.",http://taovisor.com/tao360/,android.dev@taosoftware.co.jp,"Nov 19, 2014","Jan 25, 2021",Everyone,http://taovisor.com/tao360/,False,False,False,2021-06-15 20:46:18,Tools,,,,,,,,
799,Whats Tracker,com.tracker.wh.profile,Social,3.7,5698.0,"500,000+",500000.0,736286,True,0.0,USD,37M,4.1 and up,Promo apps inc,https://promo-apps-inc.web.app/,promoappsinc@gmail.com,"May 14, 2019","Jul 13, 2020",Everyone,https://sites.google.com/view/promoappsinc-privacy/home,True,True,False,2021-06-16 04:55:47,Lifestyle,,,,,,,,
800,Sad But Ded: 2D Puzzle Platformer,ru.avv.game,Puzzle,3.9,191.0,"10,000+",10000.0,23168,True,0.0,USD,19M,4.1 and up,Alex Vilonen,,alex.vilonen@gmail.com,"Feb 17, 2021","May 24, 2021",Everyone,https://sites.google.com/view/alex-vilonen-privacy-policy,True,False,False,2021-06-16 03:26:35,Games,,,,,,,,
801,India Prayer Time,com.tos.salattime.india,Travel & Local,4.4,681.0,"100,000+",100000.0,103926,True,0.0,USD,10.0M,4.0 and up,TopOfStack Software Ltd.,http://www.topofstacksoftware.com,info@topofstacksoftware.com,"Jun 1, 2014","Nov 18, 2018",Everyone,http://cdn.topofstacksoftware.com/apps/privacy/islamic.html,True,False,False,2021-06-16 10:19:55,Lifestyle,,,,,,,,
802,Passenger Bus City Driver 2015,com.tg.passengerbuscitydriver2015,Simulation,3.6,339.0,"50,000+",50000.0,50669,True,0.0,USD,45M,2.3 and up,TrimcoGames,http://www.trimcogames.com,trimcogames@gmail.com,"Jun 11, 2015","Sep 08, 2016",Everyone,http://trimcogames.com/privacy,True,False,False,2021-06-15 22:15:14,Games,,,,,,,,
803,Marcophono Pranks Schweiz,switzerland.marcophono.com,Entertainment,3.7,219.0,"10,000+",10000.0,45720,True,0.0,USD,45M,4.1 and up,London Floor21 Limited,https://www.marcophono.com,marc@jubliee.co.uk,,"Apr 02, 2019",Everyone,http://www.marcophono.com/app/datenschutz.html,False,False,False,2021-06-16 02:48:13,Entertainment,,,,,,,,
804,Thermometer Room Temperature,com.temperature.room.meter.thermometer,Weather,4.4,6015.0,"500,000+",500000.0,565244,True,0.0,USD,5.2M,4.4 and up,NeonApps Studio,https://neonapps784.blogspot.com,neonapps784@gmail.com,"Jun 19, 2020","May 17, 2021",Everyone,https://sites.google.com/view/privacypolicyneonappsstudio/home,True,False,False,2021-06-16 13:06:11,Tools,,,,,,,,
805,Coloring Book - Buku Gambar,ariyanki.bukugambarallinone,Art & Design,4.1,200.0,"10,000+",10000.0,34871,True,0.0,USD,12M,4.4 and up,Kanyaraku,http://www.ariyanki.net,bahtiar.ariyanki@gmail.com,"Dec 9, 2015","Jul 19, 2020",Everyone,http://www.ariyanki.net/privacy_policy.html,True,False,False,2021-06-16 09:37:34,Entertainment,,,,,,,,
806,Kiss FM France,fr.lesindesradios.kissfm,Music & Audio,4.7,132.0,"5,000+",5000.0,7766,True,0.0,USD,22M,5.0 and up,Kiss FM France,http://www.kissfm.fr,kissfm@kissfm.fr,"Jan 13, 2017","Nov 05, 2020",Everyone,http://www.lesindesradios.fr/mentions-legales.html,True,False,False,2021-06-16 03:26:41,Entertainment,,,,,,,,
807,Kopa for Psoriasis,com.happify.community.psoriasis,Health & Fitness,4.4,140.0,"50,000+",50000.0,65121,True,0.0,USD,12M,5.0 and up,"Happify, Inc.",http://psoriasis.kopa.com,rick@happify.com,"Jun 28, 2020","Apr 29, 2021",Teen,https://pioneer.psoriasis.kopa.com/public/privacy/,False,False,False,2021-06-16 14:15:06,Lifestyle,,,,,,,,
808,ΛΕΞΟΣΥΝΘΕΣΗ,com.ikoukas.lexosynthesisel,Word,4.6,337.0,"10,000+",10000.0,23202,True,0.0,USD,39M,4.1 and up,Koukas Iason Software,https://j95e5b4bb.app-ads-txt.com,ikoukas@gmail.com,"Jan 7, 2016","Aug 07, 2018",Everyone,https://docs.google.com/document/d/1YSHFn1Nfrx7LVxxTkMUUJGTpxYoWar5ARHNTLBO8CxI/edit?usp=sharing,True,False,False,2021-06-15 23:49:42,Games,,,,,,,,
809,White Screen Flashlight,com.anthonytietjen.whitescreenflashlight,Tools,3.9,351.0,"50,000+",50000.0,59525,True,0.0,USD,Varies with device,Varies with device,Anthony Tietjen,http://anthonytietjen.blogspot.com,tietjen.anthony@gmail.com,"Dec 31, 2010","Nov 20, 2016",Everyone,,True,False,False,2021-06-16 02:13:01,Tools,,,,,,,,
810,Kids Doodle 🎨,kids.doodle.best.photo.apps,Educational,4.1,4003.0,"1,000,000+",1000000.0,1984905,True,0.0,USD,2.4M,4.0 and up,Best Photo Apps,,best.photo.app@gmail.com,"Nov 29, 2016","Jul 31, 2020",Everyone,http://bestphotoapps.ru/privacy-policy.html,True,False,False,2021-06-16 00:19:19,Education,,,,,,,,
811,NFT Card Creator - NinjaFT,com.staatscardy,Art & Design,4.0,199.0,"50,000+",50000.0,60940,True,0.0,USD,80M,5.0 and up,Staats Customs Inc.,https://staatsapp.com,mystaats@gmail.com,"Aug 9, 2020","Jun 10, 2021",Everyone,https://staatsapp.com/privacy,False,True,False,2021-06-16 04:10:21,Entertainment,,,,,,,,
